Sentence,Part1 Sentiment,Part2 Sentiment,Transition Word,part1_sentence,part2_sentence
ಈ ರೀತಿ ಕೃತ್ಯ ಎಸಗಿದವರನ್ನು ಪತ್ತೆ ಹಚ್ಚಲು ಯತ್ನಿಸಿದರೂ ಸಾಧ್ಯವಾಗಲಿಲ್ಲ ಆದರೆ ಇಂಥಾ ಕೃತ್ಯಗಳನ್ನು ಇನ್ನು ಮುಂದೆ ಎಸಗದಂತೆ ಎಚ್ಚರವಹಿಸಲು ಜಂಕ್ಷನ್‍ನಲ್ಲಿ ಪೊಲೀಸರನ್ನು ನಿಯೋಜಿಸಲಾಗಿದೆ ಎಂದಿದ್ದಾರೆ ಅವರು,N,P,ಆದರೆ,ಈ ರೀತಿ ಕೃತ್ಯ ಎಸಗಿದವರನ್ನು ಪತ್ತೆ ಹಚ್ಚಲು ಯತ್ನಿಸಿದರೂ ಸಾಧ್ಯವಾಗಲಿಲ್ಲ,ಆದರೆ ಇಂಥಾ ಕೃತ್ಯಗಳನ್ನು ಇನ್ನು ಮುಂದೆ ಎಸಗದಂತೆ ಎಚ್ಚರವಹಿಸಲು ಜಂಕ್ಷನ್‍ನಲ್ಲಿ ಪೊಲೀಸರನ್ನು ನಿಯೋಜಿಸಲಾಗಿದೆ ಎಂದಿದ್ದಾರೆ ಅವರು
ಈ ಎಪಿಸೋಡ್ ಅಕ್ಟೋಬರ್ 2 ರಂದು ಪ್ರಸಾರವಾಗಲಿದ್ದು ಬಿನಿತಾ ಜೈನ್ ಅವರು 7 ಕೋಟಿಯನ್ನ ಪ್ರಶ್ನೆಯನ್ನ ಎದುರಿಸಲಿದ್ದಾರೆ ಎನ್ನಲಾಗುತ್ತಿದೆ ಒಂದು ವೇಳೆ ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಕೊಟ್ಟರ ಏಳು ಕೋಟಿ ಗೆಲ್ಲುವ ಮೂಲಕ ಇತಿಹಾಸ ನಿರ್ಮಾಣ ಮಾಡಲಿದ್ದಾರೆ,O,P,ಒಂದು ವೇಳೆ,ಈ ಎಪಿಸೋಡ್ ಅಕ್ಟೋಬರ್ 2 ರಂದು ಪ್ರಸಾರವಾಗಲಿದ್ದು ಬಿನಿತಾ ಜೈನ್ ಅವರು 7 ಕೋಟಿಯನ್ನ ಪ್ರಶ್ನೆಯನ್ನ ಎದುರಿಸಲಿದ್ದಾರೆ ಎನ್ನಲಾಗುತ್ತಿದೆ,ಒಂದು ವೇಳೆ ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಕೊಟ್ಟರ ಏಳು ಕೋಟಿ ಗೆಲ್ಲುವ ಮೂಲಕ ಇತಿಹಾಸ ನಿರ್ಮಾಣ ಮಾಡಲಿದ್ದಾರೆ
ಇಂದಿನ ದಿನಗಳಲ್ಲಿ ಹೆಚ್ಚಿನವರಿಗೆ ತಮ್ಮ ದೇಹದ ಬಗ್ಗೆ ಕಾಳಜಿ ಬಂದಿದೆ ಮತ್ತು ಅದರ ಫಿಟ್ನೆಸ್ ಕಡೆ ಗಮನ ಹರಿಸುತ್ತಿದ್ದಾರೆ ಇದು ಒಳ್ಳೆಯ ಸಂಕೇತ ಕೂಡ ಆದರೆ ದೇಹದ ತೂಕವನ್ನು ಸಮತೋಲನದಲ್ಲಿಡಲು ಸರಿಯಾದ ಕ್ರಮ ಅಳವಡಿಸಿಕೊಳ್ಳಬೇಕು,P,O,ಆದರೆ,ಇಂದಿನ ದಿನಗಳಲ್ಲಿ ಹೆಚ್ಚಿನವರಿಗೆ ತಮ್ಮ ದೇಹದ ಬಗ್ಗೆ ಕಾಳಜಿ ಬಂದಿದೆ ಮತ್ತು ಅದರ ಫಿಟ್ನೆಸ್ ಕಡೆ ಗಮನ ಹರಿಸುತ್ತಿದ್ದಾರೆ ಇದು ಒಳ್ಳೆಯ ಸಂಕೇತ ಕೂಡ,ಆದರೆ ದೇಹದ ತೂಕವನ್ನು ಸಮತೋಲನದಲ್ಲಿಡಲು ಸರಿಯಾದ ಕ್ರಮ ಅಳವಡಿಸಿಕೊಳ್ಳಬೇಕು
ರಾಗಿಯಲ್ಲಿ ಉತ್ತಮ ಪ್ರಮಾಣದ ಕಬ್ಬಿಣದ ಅಂಶವಿದೆ ಇದು ರಕ್ತದಲ್ಲಿರುವ ಹೀಮೋಗ್ಲೋಬಿನ್ ಪ್ರಮಾಣವನ್ನು ಹೆಚ್ಚಿಸಲು ನೆರವಾಗುತ್ತದೆ ಒಂದು ವೇಳೆ ರಾಗಿಯನ್ನು ಮೊಳಕೆ ಬರಿಸಿ ಸೇವಿಸಿದರೆ ಇದರಲ್ಲಿರುವ ವಿಟಮಿನ್ ಸಿ ಪ್ರಮಾಣ ಹೆಚ್ಚುತ್ತದೆ ಹಾಗೂ ಹೆಚ್ಚಿನ ಪ್ರಮಾಣದ ಕಬ್ಬಿಣ ರಕ್ತ ಸೇರಲು ಸಾಧ್ಯವಾಗುತ್ತದೆ,P,P,ಒಂದು ವೇಳೆ,ರಾಗಿಯಲ್ಲಿ ಉತ್ತಮ ಪ್ರಮಾಣದ ಕಬ್ಬಿಣದ ಅಂಶವಿದೆ ಇದು ರಕ್ತದಲ್ಲಿರುವ ಹೀಮೋಗ್ಲೋಬಿನ್ ಪ್ರಮಾಣವನ್ನು ಹೆಚ್ಚಿಸಲು ನೆರವಾಗುತ್ತದೆ,ಒಂದು ವೇಳೆ ರಾಗಿಯನ್ನು ಮೊಳಕೆ ಬರಿಸಿ ಸೇವಿಸಿದರೆ ಇದರಲ್ಲಿರುವ ವಿಟಮಿನ್ ಸಿ ಪ್ರಮಾಣ ಹೆಚ್ಚುತ್ತದೆ ಹಾಗೂ ಹೆಚ್ಚಿನ ಪ್ರಮಾಣದ ಕಬ್ಬಿಣ ರಕ್ತ ಸೇರಲು ಸಾಧ್ಯವಾಗುತ್ತದೆ
ರೆಬಲ್​ ಸಹೋದರರ ಸಂಧಾನ ಯಶಸ್ವಿಯೇನೋ ಆಯಿತು ಆದರೆ ಪರಿಸ್ಥಿತಿ ಬೂದಿ ಮುಚ್ಚಿದ ಕೆಂಡವೆ,P,O,ಆದರೆ,ರೆಬಲ್​ ಸಹೋದರರ ಸಂಧಾನ ಯಶಸ್ವಿಯೇನೋ ಆಯಿತು,ಆದರೆ ಪರಿಸ್ಥಿತಿ ಬೂದಿ ಮುಚ್ಚಿದ ಕೆಂಡವೆ
ಮಾಹಿ ಈ ವರ್ಷ ಕೇವಲ 7 ಬಾರಿಯಷ್ಟೇ ಟ್ವಿಟರ್​ನಲ್ಲಿ ತಮ್ಮ ಅನುಭವ/ನಿಲುವು/ಮಾತುಗಳನ್ನು ಪೋಸ್ಟ್ ಮಾಡಿದ್ದಾರೆ ಆದರೆ ಅವರ ಪ್ರತಿಯೊಂದು ಟ್ವೀಟ್​ನ್ನು ಜನರು ಬಹಳಷ್ಟು ಇಷ್ಟ ಪಟ್ಟಿದ್ದಾರೆ,O,P,ಆದರೆ,ಮಾಹಿ ಈ ವರ್ಷ ಕೇವಲ 7 ಬಾರಿಯಷ್ಟೇ ಟ್ವಿಟರ್​ನಲ್ಲಿ ತಮ್ಮ ಅನುಭವ/ನಿಲುವು/ಮಾತುಗಳನ್ನು ಪೋಸ್ಟ್ ಮಾಡಿದ್ದಾರೆ,ಆದರೆ ಅವರ ಪ್ರತಿಯೊಂದು ಟ್ವೀಟ್​ನ್ನು ಜನರು ಬಹಳಷ್ಟು ಇಷ್ಟ ಪಟ್ಟಿದ್ದಾರೆ
ಯಾರಿಗೆ ತಾನೆ ತಾನು ಸುಂದರವಾಗಿ ಕಾಣಬೇಕು ಎಂಬ ಬಯಕೆ ಇರುವುದಿಲ್ಲ ಹೇಳಿ? ಸೌಂದರ್ಯ ಹೆಚ್ಚಿಸಿಕೊಳ್ಳಲು ಬಹಳ ಮಂದಿ ಸೌಂದರ್ಯವರ್ಧಕ ಬ್ಯೂಟಿ ಪಾರ್ಲರ್ ಮೊರೆ ಹೋಗುತ್ತಾರೆ ಆದರೆ ಅದಕ್ಕಿಂತಲೂ ಅಗ್ಗದ ಪರಿಣಾಮಕಾರಿ ವಿಧಾನವೊಂದು ಸೌಂದರ್ಯ ಹೆಚ್ಚಿಸಿಕೊಳ್ಳುವುದಕ್ಕೆ ಸಹಕಾರಿಯಾಗುತ್ತದೆ,O,P,ಆದರೆ,ಯಾರಿಗೆ ತಾನೆ ತಾನು ಸುಂದರವಾಗಿ ಕಾಣಬೇಕು ಎಂಬ ಬಯಕೆ ಇರುವುದಿಲ್ಲ ಹೇಳಿ? ಸೌಂದರ್ಯ ಹೆಚ್ಚಿಸಿಕೊಳ್ಳಲು ಬಹಳ ಮಂದಿ ಸೌಂದರ್ಯವರ್ಧಕ ಬ್ಯೂಟಿ ಪಾರ್ಲರ್ ಮೊರೆ ಹೋಗುತ್ತಾರೆ,ಆದರೆ ಅದಕ್ಕಿಂತಲೂ ಅಗ್ಗದ ಪರಿಣಾಮಕಾರಿ ವಿಧಾನವೊಂದು ಸೌಂದರ್ಯ ಹೆಚ್ಚಿಸಿಕೊಳ್ಳುವುದಕ್ಕೆ ಸಹಕಾರಿಯಾಗುತ್ತದೆ
ಉತ್ತಮ ಆರೋಗ್ಯ ಹಾಗೂ ಸೌಂದರ್ಯ ಎರಡೂ ಒಂದೇ ಮುಖದ ಎರಡು ನಾಣ್ಯಗಳು ಉತ್ತಮ ಆರೋಗ್ಯ ಕಾಪಾಡಿಕೊಳ್ಳದೇ ಸೌಂದರ್ಯವನ್ನು ಕಾಪಾಡಿಕೊಳ್ಳುವುದು ಸಾಧ್ಯವಿಲ್ಲ ಆದ್ದರಿಂದ ಸ್ವಾಭಾವಿಕ ಸೌಂದರ್ಯ ಬೇಕಿದ್ದರೆ ಯೋಗ ಮಾಡುವುದು ಸೂಕ್ತ ಎನ್ನುತ್ತಾರೆ ಸೌಂದರ್ಯ ತಜ್ಞರು,O,O,ಆದ್ದರಿಂದ,ಉತ್ತಮ ಆರೋಗ್ಯ ಹಾಗೂ ಸೌಂದರ್ಯ ಎರಡೂ ಒಂದೇ ಮುಖದ ಎರಡು ನಾಣ್ಯಗಳು ಉತ್ತಮ ಆರೋಗ್ಯ ಕಾಪಾಡಿಕೊಳ್ಳದೇ ಸೌಂದರ್ಯವನ್ನು ಕಾಪಾಡಿಕೊಳ್ಳುವುದು ಸಾಧ್ಯವಿಲ್ಲ,ಆದ್ದರಿಂದ ಸ್ವಾಭಾವಿಕ ಸೌಂದರ್ಯ ಬೇಕಿದ್ದರೆ ಯೋಗ ಮಾಡುವುದು ಸೂಕ್ತ ಎನ್ನುತ್ತಾರೆ ಸೌಂದರ್ಯ ತಜ್ಞರು
ನಾವು ಅವರನ್ನು ಕಳೆದುಕೊಂಡಿದ್ದೇವೆ ಆದರೆ ಅವರ ಪೂರ್ಣ ಪ್ರಮಾಣದ ಬದುಕು ನಡೆಸಿದ್ದರು ಎಂಬುದರ ಅರಿವು ನಮಗಿದೆ ಶೋಕ ಸಂದೇಶ ಹಾಗೂ ಪ್ರಾರ್ಥನೆ ಸಲ್ಲಿಸಿದ ಎಲ್ಲರಿಗೂ ನಾವು ಧನ್ಯವಾದ ಅರ್ಪಿಸುತ್ತೇವೆ,N,P,ಆದರೆ,ನಾವು ಅವರನ್ನು ಕಳೆದುಕೊಂಡಿದ್ದೇವೆ,ಆದರೆ ಅವರ ಪೂರ್ಣ ಪ್ರಮಾಣದ ಬದುಕು ನಡೆಸಿದ್ದರು ಎಂಬುದರ ಅರಿವು ನಮಗಿದೆ ಶೋಕ ಸಂದೇಶ ಹಾಗೂ ಪ್ರಾರ್ಥನೆ ಸಲ್ಲಿಸಿದ ಎಲ್ಲರಿಗೂ ನಾವು ಧನ್ಯವಾದ ಅರ್ಪಿಸುತ್ತೇವೆ
ಒಂದು ಮಾಹಿತಿ ಪೂರ್ಣತೆ ಕೂಡಿರುವ ಲೇಖನ ಸರಮಾಲೆ ಸಾರ್ಥಕ ಮುಕ್ತಾಯ ಕಂಡಿದೆ ಕಾಗಿನೆಲೆಯ ಮಾಹಿತಿ ಸುಂದರ ಜಿಜ್ಞಾಸೆ ಏನೇ ಇರಬಹುದು ಆದರೆ ಆ ಕಾಲದ ವಸ್ತುಗಳನ್ನು ನೋಡುವುದು ಮುಟ್ಟುವುದು ಏನೋ ಖುಷಿ ಕೊಡುತ್ತದೆ ಪ್ರತಿ ಚಿತ್ರಗಳು ಸಂಗ್ರಹ ಯೋಗ್ಯ,O,P,ಆದರೆ,ಒಂದು ಮಾಹಿತಿ ಪೂರ್ಣತೆ ಕೂಡಿರುವ ಲೇಖನ ಸರಮಾಲೆ ಸಾರ್ಥಕ ಮುಕ್ತಾಯ ಕಂಡಿದೆ ಕಾಗಿನೆಲೆಯ ಮಾಹಿತಿ ಸುಂದರ ಜಿಜ್ಞಾಸೆ ಏನೇ ಇರಬಹುದು,ಆದರೆ ಆ ಕಾಲದ ವಸ್ತುಗಳನ್ನು ನೋಡುವುದು ಮುಟ್ಟುವುದು ಏನೋ ಖುಷಿ ಕೊಡುತ್ತದೆ ಪ್ರತಿ ಚಿತ್ರಗಳು ಸಂಗ್ರಹ ಯೋಗ್ಯ
ತುಮಕೂರಿನ ಕುದೂರು ಮೂಲದ ವಿಷ್ಣುವರ್ಧನ್ ವಿಷ್ಯುಯಲ್ ವರ್ಲ್ಡ್ ಎಂಬ ವಿಡಿಯೋ ಕಾರ್ಪೊರೇಟ್ ಸಂಸ್ಥೆಯಲ್ಲಿ ಸಹಾಯಕ ಛಾಯಾಗ್ರಾಹಕರಾಗಿ ಕೆಲಸ ಪ್ರಾರಂಭಿಸಿದ್ದರು ಆದರೆ ಸಿನಿಮಾ ಛಾಯಾಗ್ರಾಹಕರಾಗಬೇಕೆನ್ನುವ ತುಡಿತದಿಂದ ಇದ್ದ ಕಾರ್ಪೊರೇಟ್ ಕೆಲಸವನ್ನು ಬಿಟ್ಟುಬಂದು ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಅಸಿಸ್ಟೆಂಟ್ ಕ್ಯಾಮೆರಾಮನ್ ಆಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸಲು ಶುರು ಮಾಡಿದರು,O,O,ಆದರೆ,ತುಮಕೂರಿನ ಕುದೂರು ಮೂಲದ ವಿಷ್ಣುವರ್ಧನ್ ವಿಷ್ಯುಯಲ್ ವರ್ಲ್ಡ್ ಎಂಬ ವಿಡಿಯೋ ಕಾರ್ಪೊರೇಟ್ ಸಂಸ್ಥೆಯಲ್ಲಿ ಸಹಾಯಕ ಛಾಯಾಗ್ರಾಹಕರಾಗಿ ಕೆಲಸ ಪ್ರಾರಂಭಿಸಿದ್ದರು,ಆದರೆ ಸಿನಿಮಾ ಛಾಯಾಗ್ರಾಹಕರಾಗಬೇಕೆನ್ನುವ ತುಡಿತದಿಂದ ಇದ್ದ ಕಾರ್ಪೊರೇಟ್ ಕೆಲಸವನ್ನು ಬಿಟ್ಟುಬಂದು ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಅಸಿಸ್ಟೆಂಟ್ ಕ್ಯಾಮೆರಾಮನ್ ಆಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸಲು ಶುರು ಮಾಡಿದರು
ಸತ್ಯವು ತಮ್ಮ ಬಳಿಗೆ ಬಂದಾಗಲೆಲ್ಲಾ ಅವರು ಅದನ್ನು ಸುಳ್ಳೆಂದು ತಿರಸ್ಕರಿಸಿದರು ಆದರೆ ಅವರು ಈ ತನಕ ಗೇಲಿ ಮಾಡುತ್ತಿದ್ದ ವಿಷಯಗಳ ಸತ್ಯಾಂಶವು ಶೀಘ್ರವೇ ಅವರಿಗೆ ತಿಳಿಯಲಿದೆ,N,O,ಆದರೆ,ಸತ್ಯವು ತಮ್ಮ ಬಳಿಗೆ ಬಂದಾಗಲೆಲ್ಲಾ ಅವರು ಅದನ್ನು ಸುಳ್ಳೆಂದು ತಿರಸ್ಕರಿಸಿದರು,ಆದರೆ ಅವರು ಈ ತನಕ ಗೇಲಿ ಮಾಡುತ್ತಿದ್ದ ವಿಷಯಗಳ ಸತ್ಯಾಂಶವು ಶೀಘ್ರವೇ ಅವರಿಗೆ ತಿಳಿಯಲಿದೆ
ಈ ಬಾರಿ ಹೊಸ ಮೋಟಾರು ವಾಹನ ಕಾಯ್ದೆಯಲ್ಲಿ ಮೂರು ಹೊಸ ಕಾನೂನು ತಿದ್ದುಪಡಿ ತರಲಾಗಿದೆ ಒಂದು ವೇಳೆ ತುರ್ತು ಸಂದರ್ಭದಲ್ಲಿ ಆಂಬ್ಯುಲೆನ್ಸ್ಗೆ ದಾರಿ ಬಿಡದಿದ್ರೆ 10 ಸಾವಿರ ತೆತ್ತಬೇಕಾಗುತ್ತೆ,O,O,ಒಂದು ವೇಳೆ,ಈ ಬಾರಿ ಹೊಸ ಮೋಟಾರು ವಾಹನ ಕಾಯ್ದೆಯಲ್ಲಿ ಮೂರು ಹೊಸ ಕಾನೂನು ತಿದ್ದುಪಡಿ ತರಲಾಗಿದೆ,ಒಂದು ವೇಳೆ ತುರ್ತು ಸಂದರ್ಭದಲ್ಲಿ ಆಂಬ್ಯುಲೆನ್ಸ್ಗೆ ದಾರಿ ಬಿಡದಿದ್ರೆ 10 ಸಾವಿರ ತೆತ್ತಬೇಕಾಗುತ್ತೆ
ಅಪಘಾತಗಳ ತಡೆಗೆ ಕೇಂದ್ರ ಸರ್ಕಾರ ಭಾರೀ ಪ್ರಮಾಣದ ದಂಡ ರೂಪಿಸಿದೆ ಒಂದು ವೇಳೆ ಅಪಘಾತದಲ್ಲಿ ವ್ಯಕ್ತಿ ಸಾವನ್ನಪ್ಪಿದ್ರೆ ೧೦ ಲಕ್ಷ ರೂ ಪರಿಹಾರ ನೀಡಬೇಕಾಗಿದ್ದು ಗಾಯಗೊಂಡವರಿಗೆ ೫ ಲಕ್ಷ ಪರಿಹಾರ ಪಾವತಿಸಬೇಕಾಗುತ್ತದೆ,O,O,ಒಂದು ವೇಳೆ,ಅಪಘಾತಗಳ ತಡೆಗೆ ಕೇಂದ್ರ ಸರ್ಕಾರ ಭಾರೀ ಪ್ರಮಾಣದ ದಂಡ ರೂಪಿಸಿದೆ,ಒಂದು ವೇಳೆ ಅಪಘಾತದಲ್ಲಿ ವ್ಯಕ್ತಿ ಸಾವನ್ನಪ್ಪಿದ್ರೆ ೧೦ ಲಕ್ಷ ರೂ ಪರಿಹಾರ ನೀಡಬೇಕಾಗಿದ್ದು ಗಾಯಗೊಂಡವರಿಗೆ ೫ ಲಕ್ಷ ಪರಿಹಾರ ಪಾವತಿಸಬೇಕಾಗುತ್ತದೆ
ಪ್ರಕರಣದ ಬಗ್ಗೆ ಹೆಚ್ಚಿನ ವಿಚಾರಣೆ ಮತ್ತು ಸ್ಥಳ ಪರಿಶೀಲನೆಯ ಅಗತ್ಯವಿದೆ ಆದ್ದರಿಂದ ಎಲ್ಲಾ ಆರೋಪಿಗಳನ್ನು ವಶಕ್ಕೆ ನೀಡಬೇಕು ಎಂದು ಪೊಲೀಸರು ಕೋರ್ಟ್ಗೆ ಮನವಿ ಮಾಡಿದ್ದರು,O,O,ಆದ್ದರಿಂದ,ಪ್ರಕರಣದ ಬಗ್ಗೆ ಹೆಚ್ಚಿನ ವಿಚಾರಣೆ ಮತ್ತು ಸ್ಥಳ ಪರಿಶೀಲನೆಯ ಅಗತ್ಯವಿದೆ,ಆದ್ದರಿಂದ ಎಲ್ಲಾ ಆರೋಪಿಗಳನ್ನು ವಶಕ್ಕೆ ನೀಡಬೇಕು ಎಂದು ಪೊಲೀಸರು ಕೋರ್ಟ್ಗೆ ಮನವಿ ಮಾಡಿದ್ದರು
ಅತ್ಯುತ್ತಮ ವೃತ್ತಿ ಯಾವುದು? ಅವರವರಿಗೆ ಅವರು ಕೈಗೊಂಡಿರುವ ವೃತ್ತಿಯೇ ಅತ್ಯುತ್ತಮ ಎಂದು ಅನಿಸುವುದು ಸಹಜ ಆದರೆ ಅಮೆರಿಕ ನಡೆಸಿರುವ ಒಂದು ಸಮೀಕ್ಷೆಯ ಪ್ರಕಾರ ವರದಿಗಾರಿಕೆ ಅತ್ಯಂತ ಕೀಳುಮಟ್ಟದ ವೃತ್ತಿಯ ಸಾಲಿನಲ್ಲಿದ್ದರೆ ಸಾಫ್ಟ್ ವೇರ್ ಇಂಜಿನಿಯರ್ ಅತ್ಯುತ್ತಮ ವೃತ್ತಿ ಎಂಬ ತೀರ್ಮಾನಕ್ಕೆ ಬರಲಾಗಿದೆ,P,O,ಆದರೆ,ಅತ್ಯುತ್ತಮ ವೃತ್ತಿ ಯಾವುದು? ಅವರವರಿಗೆ ಅವರು ಕೈಗೊಂಡಿರುವ ವೃತ್ತಿಯೇ ಅತ್ಯುತ್ತಮ ಎಂದು ಅನಿಸುವುದು ಸಹಜ,ಆದರೆ ಅಮೆರಿಕ ನಡೆಸಿರುವ ಒಂದು ಸಮೀಕ್ಷೆಯ ಪ್ರಕಾರ ವರದಿಗಾರಿಕೆ ಅತ್ಯಂತ ಕೀಳುಮಟ್ಟದ ವೃತ್ತಿಯ ಸಾಲಿನಲ್ಲಿದ್ದರೆ ಸಾಫ್ಟ್ ವೇರ್ ಇಂಜಿನಿಯರ್ ಅತ್ಯುತ್ತಮ ವೃತ್ತಿ ಎಂಬ ತೀರ್ಮಾನಕ್ಕೆ ಬರಲಾಗಿದೆ
ಅಷ್ಟೊತ್ತಿಗಾಗಲೇ ನನ್ನ ಎದೆ ನಗಾರಿ ಬಾರಿಸತೊಡಗಿತು ಏಕೆಂದರೆ ಬಂದ ಎಲ್ಲ ಉಪನ್ಯಾಸಕರು ಯಾರು ಕೂಡ ಇಂಗ್ಲಿಶ್ ಬಿಟ್ಟು ಬೇರೆ ಯಾವ ಭಾಷೆಯನ್ನೂ ಬಳಸುತ್ತಿರಲಿಲ್ಲ,O,O,ಏಕೆಂದರೆ,ಅಷ್ಟೊತ್ತಿಗಾಗಲೇ ನನ್ನ ಎದೆ ನಗಾರಿ ಬಾರಿಸತೊಡಗಿತು,ಏಕೆಂದರೆ ಬಂದ ಎಲ್ಲ ಉಪನ್ಯಾಸಕರು ಯಾರು ಕೂಡ ಇಂಗ್ಲಿಶ್ ಬಿಟ್ಟು ಬೇರೆ ಯಾವ ಭಾಷೆಯನ್ನೂ ಬಳಸುತ್ತಿರಲಿಲ್ಲ
ನವಾಜ್ ಷರೀಫ್ ಭಾರತದೆಡೆಗೆ ಮೃದು ಧೋರಣೆ ಹೊಂದಿರುವ ವ್ಯಕ್ತಿಯಾಗಿದ್ದರೂ ಸೇನೆ ಮೂಗುದಾರ ಹಿಡಿದಿತ್ತು ಆದರೆ ಭಾರತದೆಡೆಗಿನ ಇಮ್ರಾನ್ ನಡೆ ಇನ್ನೂ ನಿಗೂಢ,O,O,ಆದರೆ,ನವಾಜ್ ಷರೀಫ್ ಭಾರತದೆಡೆಗೆ ಮೃದು ಧೋರಣೆ ಹೊಂದಿರುವ ವ್ಯಕ್ತಿಯಾಗಿದ್ದರೂ ಸೇನೆ ಮೂಗುದಾರ ಹಿಡಿದಿತ್ತು,ಆದರೆ ಭಾರತದೆಡೆಗಿನ ಇಮ್ರಾನ್ ನಡೆ ಇನ್ನೂ ನಿಗೂಢ
ಹೊರ ರಾಜ್ಯಗಳಲ್ಲಿ ಯಾವುದೇ ಧರ್ಮದವರೇ ಆಗಿರಲಿ ಅಲ್ಲಿನ ಸ್ಥಳೀಯ ಭಾಷೆಯನ್ನು ಮಾತನಾಡುತ್ತಾರೆ ಆದರೆ ಕರ್ನಾಟಕದಲ್ಲಿ ಭಿನ್ನವಾದ ವಾತಾವರಣವಿದೆ ಎಂದರು,P,O,ಆದರೆ,ಹೊರ ರಾಜ್ಯಗಳಲ್ಲಿ ಯಾವುದೇ ಧರ್ಮದವರೇ ಆಗಿರಲಿ ಅಲ್ಲಿನ ಸ್ಥಳೀಯ ಭಾಷೆಯನ್ನು ಮಾತನಾಡುತ್ತಾರೆ,ಆದರೆ ಕರ್ನಾಟಕದಲ್ಲಿ ಭಿನ್ನವಾದ ವಾತಾವರಣವಿದೆ ಎಂದರು
ಸ್ವಾಭಿಮಾನಿಗಳಾದ ನೀವು ಸಾಧಿಸಬೇಕಾದ ಕೆಲಸವನ್ನು ಪೂರ್ಣಗೊಳಿಸುವಿರಿ ಇದರಿಂದ ನೀವಷ್ಟೇ ಅಲ್ಲದೆ ನಿಮ್ಮ ಕುಟುಂಬದ ಸದಸ್ಯರು ಸಂತೋಷಪಡುವರು ಆದರೆ ಪ್ರಯಾಣ ಕಾಲದಲ್ಲಿ ಎಚ್ಚರಿಕೆ ಇರಲಿ,P,O,ಆದರೆ,ಸ್ವಾಭಿಮಾನಿಗಳಾದ ನೀವು ಸಾಧಿಸಬೇಕಾದ ಕೆಲಸವನ್ನು ಪೂರ್ಣಗೊಳಿಸುವಿರಿ ಇದರಿಂದ ನೀವಷ್ಟೇ ಅಲ್ಲದೆ ನಿಮ್ಮ ಕುಟುಂಬದ ಸದಸ್ಯರು ಸಂತೋಷಪಡುವರು,ಆದರೆ ಪ್ರಯಾಣ ಕಾಲದಲ್ಲಿ ಎಚ್ಚರಿಕೆ ಇರಲಿ
ಬಿಬಿಎಂಪಿ ವತಿಯಿಂದ ನೀಡುವ ನಾಡಪ್ರಭು ಕೆಂಪೇಗೌಡ ಪ್ರಶಸ್ತಿ ಅತ್ಯಂತ ಗೌರವಯುತವಾದುದು ಆದರೆ ಪ್ರತಿವರ್ಷ ಪ್ರಶಸ್ತಿಗೆ ಅಷ್ಟೊಂದು ಮಂದಿಯನ್ನು ಏಕೆ ಆಯ್ಕೆ ಮಾಡುತ್ತಾರೋ ತಿಳಿಯದು,P,O,ಆದರೆ,ಬಿಬಿಎಂಪಿ ವತಿಯಿಂದ ನೀಡುವ ನಾಡಪ್ರಭು ಕೆಂಪೇಗೌಡ ಪ್ರಶಸ್ತಿ ಅತ್ಯಂತ ಗೌರವಯುತವಾದುದು,ಆದರೆ ಪ್ರತಿವರ್ಷ ಪ್ರಶಸ್ತಿಗೆ ಅಷ್ಟೊಂದು ಮಂದಿಯನ್ನು ಏಕೆ ಆಯ್ಕೆ ಮಾಡುತ್ತಾರೋ ತಿಳಿಯದು
